hg19.knownGene.name	hg19.knownGene.chrom	hg19.knownGene.strand	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownToLocusLink.value	hg19.knownToEnsembl.value	hg19.kgXref.geneSymbol
uc003sju.2	chr7	-	1036622	1177893	84310	ENST00000357429	C7orf50
uc011jvt.1	chr7	-	1036622	1177893	84310	ENST00000357429	C7orf50
uc011jvu.1	chr7	-	1036622	1177893	84310	ENST00000397100	C7orf50
uc021zyn.1	chr7	-	1049585	1067988	84310	ENST00000412051	C7orf50
uc003sjv.3	chr7	-	1064138	1067988	n/a	ENST00000465681	C7orf50
uc003skc.3	chr7	-	1192542	1199855	90637	ENST00000316495	ZFAND2A
uc003skd.4	chr7	-	1192542	1199855	90637	ENST00000316495	ZFAND2A
uc003ski.4	chr7	-	1473994	1482120	79778	ENST00000472100	MICALL2
uc003skj.4	chr7	-	1473994	1499109	79778	ENST00000297508	MICALL2
uc003skn.2	chr7	-	1509912	1544018	26173	ENST00000389470	INTS1
uc003skp.1	chr7	-	1521913	1533547	26173	ENST00000468115	INTS1
uc003skq.2	chr7	-	1537980	1544018	26173	ENST00000389470	INTS1
uc003skr.3	chr7	+	1570367	1582679	7975	ENST00000343242	MAFK
uc003sks.1	chr7	+	1577122	1582322	7975	ENST00000403150	MAFK
uc003sld.1	chr7	-	1855427	1980185	8379	ENST00000437877	MAD1L1
uc003sle.1	chr7	-	1855427	2255644	8379	ENST00000402746	MAD1L1
uc003slh.1	chr7	-	1855427	2272583	8379	ENST00000399654	MAD1L1
uc003slf.1	chr7	-	1855427	2272583	8379	ENST00000399654	MAD1L1
uc003slg.1	chr7	-	1855427	2272583	8379	ENST00000399654	MAD1L1
uc010ksh.1	chr7	-	1855427	2272583	8379	ENST00000399654	MAD1L1
uc003sli.1	chr7	-	1855427	2272583	8379	ENST00000402746	MAD1L1
uc010ksi.1	chr7	-	1914095	2272583	8379	ENST00000399654	MAD1L1
uc010ksj.3	chr7	-	1937324	2272583	8379	ENST00000399654	MAD1L1
uc003slp.1	chr7	+	2281856	2290780	4521	ENST00000397049	NUDT1
uc003slq.1	chr7	+	2281856	2290780	4521	ENST00000397049	NUDT1
uc003slr.1	chr7	+	2281856	2290780	4521	ENST00000356714	NUDT1
uc003sls.1	chr7	+	2281895	2290780	4521	ENST00000397048	NUDT1
uc003slt.1	chr7	+	2281895	2290780	4521	ENST00000397046	NUDT1
uc003slu.1	chr7	+	2282539	2290780	4521	ENST00000343985	NUDT1
uc003slv.1	chr7	+	2282539	2290780	4521	ENST00000339737	NUDT1
uc003slw.3	chr7	-	2291404	2354099	29886	ENST00000222990	SNX8
uc003slx.3	chr7	+	2394473	2420377	8662	ENST00000360876	EIF3B
uc003sly.3	chr7	+	2394473	2420377	8662	ENST00000360876	EIF3B
uc003slz.1	chr7	+	2394500	2404164	8662	ENST00000360876	EIF3B
uc003sma.3	chr7	+	2400344	2420377	8662	ENST00000397011	EIF3B
uc003smb.3	chr7	+	2415609	2420377	8662	ENST00000468611	EIF3B
uc003smc.3	chr7	+	2443194	2474216	55501	ENST00000258711	CHST12
uc003smd.3	chr7	+	2443194	2474216	55501	ENST00000258711	CHST12
uc021zyu.1	chr7	+	2443194	2474216	55501	ENST00000258711	CHST12
uc021zyv.1	chr7	+	2472274	2473519	n/a	n/a	CHST12
uc021zyw.1	chr7	+	2552162	2568063	3955	ENST00000402506	LFNG
uc021zyx.1	chr7	+	2557496	2568063	3955	ENST00000402045	LFNG
uc003smf.3	chr7	+	2559478	2568063	3955	ENST00000222725	LFNG
uc003smg.3	chr7	+	2559478	2568810	3955	ENST00000359574	LFNG
uc003smt.3	chr7	-	2767740	2854893	2768	ENST00000407904	GNA12
uc003smu.3	chr7	-	2767740	2883959	2768	ENST00000275364	GNA12
uc011jwb.2	chr7	-	2767740	2883959	2768	ENST00000275364	GNA12
uc003smv.3	chr7	-	2945709	3083509	84433	ENST00000396946	CARD11
uc003smx.3	chr7	+	3341079	4308631	221935	ENST00000404826	SDK1
uc010kso.3	chr7	+	4050597	4308631	221935	ENST00000404826	SDK1
uc003smy.3	chr7	+	4169316	4308631	221935	ENST00000476701	SDK1
uc003smz.3	chr7	+	4267018	4308631	221935	ENST00000404826	SDK1
uc003sna.1	chr7	+	4683387	4811074	221937	ENST00000328914	FOXK1
uc003snb.1	chr7	+	4721929	4795175	221937	ENST00000328914	FOXK1
uc003snc.1	chr7	+	4721929	4811074	221937	ENST00000328914	FOXK1
uc003sng.1	chr7	-	4834284	4923335	55698	ENST00000445392	RADIL
uc003snh.1	chr7	-	4836686	4843699	55698	ENST00000445392	RADIL
uc003sni.1	chr7	-	4836686	4871840	55698	ENST00000445392	RADIL
uc011jwc.1	chr7	-	4836686	4877688	55698	ENST00000445392	RADIL
uc003snj.1	chr7	-	4836686	4923335	55698	ENST00000445392	RADIL
uc011jwd.1	chr7	-	4836686	4923335	55698	ENST00000445392	RADIL
uc010kss.1	chr7	+	5085451	5109119	57786	ENST00000396912	RBAK
uc003sns.1	chr7	+	5085552	5109119	57786	ENST00000396912	RBAK
uc031swl.1	chr7	+	5096917	5109119	57786	ENST00000396912	RBAK
uc010ksv.3	chr7	+	5229834	5273486	26100	ENST00000288828	WIPI2
uc003snv.3	chr7	+	5229834	5273486	26100	ENST00000288828	WIPI2
uc003snw.3	chr7	+	5229834	5273486	26100	ENST00000288828	WIPI2
uc003snx.3	chr7	+	5229834	5273486	26100	ENST00000288828	WIPI2
uc003sny.3	chr7	+	5229834	5273486	26100	ENST00000288828	WIPI2
uc003snz.3	chr7	+	5253899	5258662	26100	ENST00000475309	WIPI2
uc003soa.3	chr7	+	5253899	5273486	26100	ENST00000288828	WIPI2
uc003son.4	chr7	-	5515427	5553399	80028	ENST00000382368	FBXL18
uc003soo.2	chr7	-	5528808	5553399	80028	ENST00000453700	FBXL18
uc003sor.4	chr7	-	5566778	5569294	60	ENST00000462494	ACTB
uc003sot.4	chr7	-	5566778	5570232	60	ENST00000331789	ACTB
uc003soq.4	chr7	-	5566778	5570232	60	ENST00000425660	ACTB
uc003sou.3	chr7	+	5632435	5646287	6624	ENST00000382361	FSCN1
uc003sov.3	chr7	+	5642502	5646287	6624	ENST00000473330	FSCN1
uc010ksz.2	chr7	-	5659671	5800769	54476	ENST00000425013	RNF216
uc010kta.2	chr7	-	5659671	5800769	54476	ENST00000425013	RNF216
uc003sox.2	chr7	-	5659671	5821361	54476	ENST00000425013	RNF216
uc003soy.2	chr7	-	5659671	5821361	54476	ENST00000425013	RNF216
uc011jwj.2	chr7	-	5659671	5821361	54476	ENST00000425013	RNF216
uc003spa.1	chr7	-	5692043	5730909	54476	ENST00000484458	RNF216
uc003spe.4	chr7	+	5920428	5925994	654231	ENST00000242104	OCM
uc003spj.3	chr7	-	6012869	6043689	5395	ENST00000265849	PMS2
uc003spk.3	chr7	-	6012869	6048737	5395	ENST00000265849	PMS2
uc003spl.3	chr7	-	6012869	6048737	5395	ENST00000265849	PMS2
uc011jwl.2	chr7	-	6012869	6048737	5395	ENST00000265849	PMS2
uc010ktg.3	chr7	-	6012869	6048737	5395	ENST00000265849	PMS2
uc010kte.3	chr7	-	6012869	6048737	5395	ENST00000265849	PMS2
uc010ktf.2	chr7	-	6017304	6048737	5395	ENST00000265849	PMS2
uc003spo.3	chr7	+	6048881	6063465	7965	ENST00000223029	AIMP2
uc003spp.3	chr7	-	6061877	6098860	27102	ENST00000199389	EIF2AK1
uc003spq.3	chr7	-	6061877	6098860	27102	ENST00000199389	EIF2AK1
uc011jwm.1	chr7	-	6063255	6098860	27102	ENST00000199389	EIF2AK1
uc003spr.1	chr7	-	6080522	6086068	27102	ENST00000470168	EIF2AK1
uc003spw.3	chr7	+	6414125	6443598	5879	ENST00000348035	RAC1
uc003spx.3	chr7	+	6414125	6443598	5879	ENST00000348035	RAC1
uc021zzg.1	chr7	+	6414125	6443598	5879	ENST00000348035	RAC1
uc003spy.3	chr7	-	6448746	6457422	221955	ENST00000482149	DAGLB
uc003spz.3	chr7	-	6448746	6462434	221955	ENST00000462934	DAGLB
uc011jwt.2	chr7	-	6448746	6474598	221955	ENST00000297056	DAGLB
uc003sqa.3	chr7	-	6448746	6487643	221955	ENST00000297056	DAGLB
uc011jwu.2	chr7	-	6448746	6487643	221955	ENST00000297056	DAGLB
uc003sqb.3	chr7	-	6448746	6487643	221955	ENST00000297056	DAGLB
uc003sqc.3	chr7	-	6448746	6487643	221955	ENST00000297056	DAGLB
uc011jwv.2	chr7	-	6448746	6487643	221955	ENST00000297056	DAGLB
uc003sqd.4	chr7	-	6448746	6523849	221955	ENST00000297056	DAGLB
uc011jww.1	chr7	-	6452596	6487643	221955	ENST00000421761	DAGLB
uc003sqe.4	chr7	-	6500711	6523849	11014	ENST00000258739	KDELR2
uc003sqf.4	chr7	-	6500711	6523849	11014	ENST00000258739	KDELR2
uc011jwx.2	chr7	-	6536408	6591067	392862	ENST00000457091	GRID2IP
uc003sqi.3	chr7	+	6617064	6628610	55146	ENST00000396707	ZDHHC4
uc003sql.3	chr7	+	6617064	6628610	55146	ENST00000396713	ZDHHC4
uc003sqj.3	chr7	+	6617064	6628610	55146	ENST00000396707	ZDHHC4
uc003sqh.3	chr7	+	6617064	6628610	55146	ENST00000405731	ZDHHC4
uc003sqo.1	chr7	+	6629914	6648355	79034	ENST00000344417	C7orf26
uc003sqp.1	chr7	+	6629914	6648355	79034	ENST00000359073	C7orf26
uc003squ.3	chr7	+	6749756	6793493	441194	ENST00000486256	PMS2CL
uc011jxb.1	chr7	+	6769445	6777567	441194	ENST00000486256	PMS2CL
uc003sqv.1	chr7	+	6774935	6791232	441194	ENST00000486256	PMS2CL
uc010ktm.1	chr7	+	7222245	7274928	56913	ENST00000476068	C1GALT1
uc003srb.3	chr7	+	7222245	7288280	56913	ENST00000436587	C1GALT1
uc003sra.4	chr7	+	7273888	7288280	56913	ENST00000436587	C1GALT1
uc010kto.2	chr7	+	7273933	7278595	56913	ENST00000402468	C1GALT1
uc003srf.3	chr7	+	7606615	7647110	54468	ENST00000340080	MIOS
uc010ktp.1	chr7	+	7607237	7613400	54468	ENST00000340080	MIOS
uc003srg.3	chr7	+	7622584	7647110	54468	ENST00000493227	MIOS
uc010ktq.3	chr7	+	7625266	7647110	54468	ENST00000493227	MIOS
uc003sri.3	chr7	-	7676574	7758238	6119	ENST00000223129	RPA3
uc003srk.4	chr7	+	8008373	8128709	113263	ENST00000223145	GLCCI1
uc010ktr.3	chr7	-	8152814	8275570	3382	ENST00000402384	ICA1
uc003srm.3	chr7	-	8152814	8301682	3382	ENST00000402384	ICA1
uc003sro.5	chr7	-	8152814	8301911	3382	ENST00000402384	ICA1
uc003srn.5	chr7	-	8152814	8301911	3382	ENST00000402384	ICA1
uc003srq.4	chr7	-	8152814	8302242	3382	ENST00000406470	ICA1
uc003srr.4	chr7	-	8152814	8302242	3382	ENST00000406470	ICA1
uc010kts.4	chr7	-	8152814	8302242	3382	ENST00000406470	ICA1
uc003srs.2	chr7	-	8196585	8302242	3382	ENST00000407906	ICA1
uc003srv.3	chr7	+	8473584	8792593	30010	ENST00000405863	NXPH1
uc011jxh.2	chr7	+	8473584	8792593	30010	ENST00000405863	NXPH1
uc003srx.2	chr7	-	10971579	10979813	4697	ENST00000339600	NDUFA4
uc003sry.2	chr7	+	11013498	11147376	9678	ENST00000403050	PHF14
uc011jxi.2	chr7	+	11013498	11147376	9678	ENST00000403050	PHF14
uc011jxj.2	chr7	+	11013498	11209250	9678	ENST00000423760	PHF14
uc003ssa.3	chr7	+	11148513	11209250	9678	ENST00000469407	PHF14
uc003ssd.4	chr7	-	11410061	11419382	221981	ENST00000408005	THSD7A
uc021zzn.1	chr7	-	11410061	11871824	221981	ENST00000423059	THSD7A
uc021zzo.1	chr7	-	11410061	11871824	221981	ENST00000423059	THSD7A
uc003ssn.4	chr7	+	12610202	12693228	85477	ENST00000297029	SCIN
uc010ktt.3	chr7	+	12610202	12693228	85477	ENST00000297029	SCIN
uc003sso.4	chr7	+	12629147	12693228	85477	ENST00000519209	SCIN
uc003ssp.3	chr7	+	12726451	12730558	10124	ENST00000396663	ARL4A
uc003ssq.3	chr7	+	12726451	12730558	10124	ENST00000396662	ARL4A
uc021zzq.1	chr7	+	12726910	12730558	10124	ENST00000396663	ARL4A
uc003sss.3	chr7	+	12726910	12730558	10124	ENST00000396663	ARL4A
uc021zzr.1	chr7	+	12727879	12728482	n/a	n/a	ARL4A
uc021zzt.1	chr7	-	13930855	14026139	2115	ENST00000420159	ETV1
uc021zzu.1	chr7	-	13930855	14026139	2115	ENST00000399357	ETV1
uc021zzv.1	chr7	-	13930855	14026139	2115	ENST00000420159	ETV1
uc021zzw.1	chr7	-	13930855	14026139	2115	ENST00000420159	ETV1
uc021zzx.1	chr7	-	13930855	14026139	2115	ENST00000399357	ETV1
uc021zzy.1	chr7	-	13930855	14026139	2115	ENST00000420159	ETV1
uc021zzz.1	chr7	-	13930855	14028764	2115	ENST00000430479	ETV1
uc022aaa.1	chr7	-	13930855	14028764	2115	ENST00000430479	ETV1
uc022aab.1	chr7	-	13930855	14029642	2115	ENST00000343495	ETV1
uc003ssw.4	chr7	-	13930855	14029642	2115	ENST00000343495	ETV1
uc003ssx.3	chr7	-	13930855	14030327	2115	ENST00000430479	ETV1
uc022aac.1	chr7	-	13930855	14030865	2115	ENST00000430479	ETV1
uc022aad.1	chr7	-	13930855	14031050	2115	ENST00000242066	ETV1
uc010ktv.3	chr7	-	13945822	14025145	2115	ENST00000472931	ETV1
uc003ssz.3	chr7	-	14184673	14881075	1607	ENST00000399322	DGKB
uc011jxt.2	chr7	-	14184673	14942550	1607	ENST00000258767	DGKB
uc003sta.3	chr7	-	14215605	14881075	1607	ENST00000406247	DGKB
uc011jxu.2	chr7	-	14215605	14881075	1607	ENST00000406247	DGKB
uc011jxv.1	chr7	-	14724869	14942550	1607	ENST00000403963	DGKB
uc003stc.3	chr7	-	15650836	15726308	4223	ENST00000262041	MEOX2
uc003stg.3	chr7	-	16501105	16505482	25928	ENST00000307068	SOSTDC1
uc003sth.3	chr7	-	16501105	16570205	25928	ENST00000396652	SOSTDC1
uc003sti.3	chr7	-	16639400	16685442	57037	ENST00000306999	ANKMY2
uc010ktz.3	chr7	-	16639400	16685442	57037	ENST00000447802	ANKMY2
uc011jxx.1	chr7	+	16685758	16737811	28969	ENST00000415365	BZW2
uc003stj.2	chr7	+	16685758	16746148	28969	ENST00000258761	BZW2
uc003stl.2	chr7	+	16685758	16746148	28969	ENST00000433922	BZW2
uc003stm.2	chr7	+	16685758	16746148	28969	ENST00000433922	BZW2
uc003stn.1	chr7	+	16700838	16727179	28969	ENST00000480517	BZW2
uc003sto.1	chr7	+	16700838	16736686	28969	ENST00000415365	BZW2
uc003stq.3	chr7	+	16793350	16824161	27075	ENST00000262067	TSPAN13
uc003str.3	chr7	-	16832263	16844738	10551	ENST00000419304	AGR2
uc011jxy.2	chr7	-	16840476	16844738	10551	ENST00000468419	AGR2
uc003sts.3	chr7	-	16899029	16921613	155465	ENST00000310398	AGR3
uc011jxz.1	chr7	+	17338275	17385775	196	ENST00000242057	AHR
uc010kub.3	chr7	-	17830384	17861320	23161	ENST00000409389	SNX13
uc003stv.3	chr7	-	17830384	17980131	23161	ENST00000409389	SNX13
uc010kuc.3	chr7	-	17830384	17980131	23161	ENST00000409389	SNX13
uc003stw.1	chr7	-	17832465	17980131	23161	ENST00000409389	SNX13
uc003stx.1	chr7	-	17907904	17980131	23161	ENST00000482558	SNX13
uc003sty.3	chr7	-	17919052	17980131	23161	ENST00000409604	SNX13
uc003stz.3	chr7	-	18066399	18067486	221823	ENST00000506618	PRPS1L1
uc011jya.2	chr7	+	18126571	18708466	9734	ENST00000406072	HDAC9
uc003sua.1	chr7	+	18330044	18869015	9734	ENST00000461159	HDAC9
uc003sub.4	chr7	+	18535368	18588125	9734	ENST00000476135	HDAC9
uc003sud.2	chr7	+	18535368	18708466	9734	ENST00000405010	HDAC9
uc011jyc.2	chr7	+	18535368	18708466	9734	ENST00000405010	HDAC9
uc011jyb.2	chr7	+	18535368	18708466	9734	ENST00000405010	HDAC9
uc003sue.3	chr7	+	18535368	19036992	9734	ENST00000406451	HDAC9
uc003suf.2	chr7	+	18535817	18708466	9734	ENST00000405010	HDAC9
uc010kud.2	chr7	+	18535884	18708466	9734	ENST00000405010	HDAC9
uc011jyd.2	chr7	+	18535884	18875272	9734	ENST00000523867	HDAC9
uc003suh.3	chr7	+	18535884	18993939	9734	ENST00000432645	HDAC9
uc003suj.3	chr7	+	18535884	19036992	9734	ENST00000406451	HDAC9
uc003sui.3	chr7	+	18535884	19036992	9734	ENST00000406451	HDAC9
uc011jye.2	chr7	+	18548899	18708466	9734	ENST00000405010	HDAC9
uc011jyf.2	chr7	+	18548899	18708466	9734	ENST00000406072	HDAC9
uc010kue.1	chr7	+	18629967	18788761	9734	ENST00000523867	HDAC9
uc003suk.3	chr7	+	18832781	19036992	9734	ENST00000490851	HDAC9
uc003sum.3	chr7	-	19155090	19157295	7291	ENST00000242261	TWIST1
uc022aah.1	chr7	-	19156335	19156944	n/a	n/a	TWIST1
uc003sup.1	chr7	-	19735084	19748660	221830	ENST00000222567	TWISTNB
uc011jyh.2	chr7	+	20370324	20455382	3696	ENST00000537992	ITGB8
uc003sut.3	chr7	+	20370724	20438682	3696	ENST00000478974	ITGB8
uc003suu.3	chr7	+	20370724	20455382	3696	ENST00000222573	ITGB8
uc010kuh.3	chr7	+	20655244	20796637	340273	ENST00000404938	ABCB5
uc003suv.4	chr7	+	20686965	20700017	340273	ENST00000443026	ABCB5
uc011jyi.1	chr7	+	20686965	20707187	340273	ENST00000406935	ABCB5
uc003suw.4	chr7	+	20686965	20796637	340273	ENST00000404938	ABCB5
uc003sux.1	chr7	+	20762275	20768865	340273	ENST00000258738	ABCB5
uc003suy.3	chr7	-	20821893	20826508	221833	ENST00000361443	SP8
uc003suz.3	chr7	-	20821893	20826508	221833	ENST00000418710	SP8
uc022aak.1	chr7	-	20823908	20825381	n/a	n/a	SP8
uc003sva.3	chr7	+	21467688	21554151	6671	ENST00000222584	SP4
uc003svb.3	chr7	+	21467688	21554151	6671	ENST00000222584	SP4
uc003svg.3	chr7	-	22157907	22396533	9771	ENST00000344041	RAPGEF5
uc011jyl.1	chr7	-	22170311	22202159	9771	ENST00000401957	RAPGEF5
uc011jym.1	chr7	-	22206687	22233353	9771	ENST00000401957	RAPGEF5
uc011jyo.1	chr7	+	22766765	22770157	3569	ENST00000420258	IL6
uc011jyp.1	chr7	+	22766765	22770157	3569	ENST00000420258	IL6
uc003svj.4	chr7	+	22766765	22771621	3569	ENST00000258743	IL6
uc011jyq.1	chr7	+	22766818	22770157	3569	ENST00000420258	IL6
uc003svk.4	chr7	-	22852250	22862471	54543	ENST00000358435	TOMM7
uc003svu.3	chr7	+	23221445	23240630	11097	ENST00000258742	NUPL2
uc003svv.3	chr7	+	23221445	23240630	11097	ENST00000258742	NUPL2
uc011jyw.2	chr7	+	23221445	23240630	11097	ENST00000258742	NUPL2
uc011jyx.3	chr7	+	23234021	23240630	11097	ENST00000477844	NUPL2
uc003swa.2	chr7	+	23286315	23297662	10457	ENST00000409458	GPNMB
uc003swb.3	chr7	+	23286315	23314729	10457	ENST00000258733	GPNMB
uc003swc.3	chr7	+	23286315	23314729	10457	ENST00000381990	GPNMB
uc011jyy.2	chr7	+	23286315	23314729	10457	ENST00000381990	GPNMB
uc011jyz.2	chr7	+	23286315	23314729	10457	ENST00000258733	GPNMB
uc003swf.3	chr7	-	23349827	23387353	10643	ENST00000258729	IGF2BP3
uc003swg.3	chr7	-	23349827	23509995	10643	ENST00000258729	IGF2BP3
uc003swh.1	chr7	-	23452863	23509995	10643	ENST00000468005	IGF2BP3
uc003swi.3	chr7	-	23544400	23571656	29896	ENST00000297071	TRA2A
uc011jzb.2	chr7	-	23544400	23571656	29896	ENST00000297071	TRA2A
uc011jzc.3	chr7	-	23544400	23571656	29896	ENST00000297071	TRA2A
uc011jzd.3	chr7	-	23544400	23571656	29896	ENST00000297071	TRA2A
uc010kuo.1	chr7	-	23552512	23571656	29896	ENST00000392502	TRA2A
uc003sww.2	chr7	+	24323806	24331484	4852	ENST00000242152	NPY
uc003swx.3	chr7	+	24613084	24727498	51678	ENST00000396475	MPP6
uc003swy.3	chr7	+	24613084	24727498	51678	ENST00000222644	MPP6
uc010kus.1	chr7	-	24737973	24797083	1687	ENST00000342947	DFNA5
uc003sxa.1	chr7	-	24737973	24797639	1687	ENST00000342947	DFNA5
uc010kut.1	chr7	-	24737973	24797639	1687	ENST00000419307	DFNA5
uc003sxd.3	chr7	-	24836163	24932240	26031	ENST00000313367	OSBPL3
uc003sxe.3	chr7	-	24836163	24932240	26031	ENST00000313367	OSBPL3
uc003sxf.3	chr7	-	24836163	25019760	26031	ENST00000313367	OSBPL3
uc003sxg.3	chr7	-	24836163	25019760	26031	ENST00000313367	OSBPL3
uc003sxh.3	chr7	-	24836163	25019760	26031	ENST00000313367	OSBPL3
uc003sxi.3	chr7	-	24836163	25019760	26031	ENST00000313367	OSBPL3
uc003sxj.1	chr7	-	24873705	24903218	26031	ENST00000409759	OSBPL3
uc003sxk.1	chr7	-	24873705	24903218	26031	ENST00000409555	OSBPL3
uc003sxl.3	chr7	-	25158269	25164980	54205	ENST00000305786	CYCS
uc003sxo.3	chr7	-	25264190	25268105	64111	ENST00000222674	NPVF
uc003sxq.3	chr7	+	26191846	26226756	9603	ENST00000056233	NFE2L3
uc003sxr.4	chr7	-	26229555	26240413	3181	ENST00000354667	HNRNPA2B1
uc003sxs.4	chr7	-	26229555	26240413	3181	ENST00000354667	HNRNPA2B1
uc003sxt.3	chr7	+	26240830	26253227	11335	ENST00000337620	CBX3
uc003sxu.3	chr7	+	26241323	26253227	11335	ENST00000396386	CBX3
uc003sxv.3	chr7	+	26241323	26253227	11335	ENST00000396386	CBX3
uc003sya.2	chr7	-	26572739	26578444	9808	ENST00000242109	KIAA0087
uc011jzi.2	chr7	-	26706687	26897297	8935	ENST00000345317	SKAP2
uc003syc.3	chr7	-	26706687	26904341	8935	ENST00000345317	SKAP2
uc011jzj.2	chr7	-	26706687	27034858	8935	ENST00000345317	SKAP2
uc003syd.3	chr7	-	27132613	27135625	3198	ENST00000343060	HOXA1
uc003sye.3	chr7	-	27132613	27135625	3198	ENST00000343060	HOXA1
uc022aao.1	chr7	-	27132931	27135531	n/a	n/a	HOXA1
uc003syh.3	chr7	-	27139972	27142394	3199	ENST00000222718	HOXA2
uc011jzl.2	chr7	-	27145808	27159214	3200	ENST00000396352	HOXA3
uc003syk.3	chr7	-	27145808	27166639	3200	ENST00000396352	HOXA3
uc003syn.2	chr7	-	27180670	27183287	3202	ENST00000222726	HOXA5
uc003syo.2	chr7	-	27185201	27187393	3203	ENST00000222728	HOXA6
uc003sys.3	chr7	-	27193337	27196296	3204	ENST00000242159	HOXA7
uc003syt.3	chr7	-	27202056	27205149	3205	ENST00000343483	HOXA9
uc011jzm.2	chr7	-	27210209	27213955	3206	ENST00000283921	HOXA10
uc003syw.4	chr7	-	27210209	27219880	3206	ENST00000283921	HOXA10
uc003syx.3	chr7	-	27220775	27224835	3207	ENST00000006015	HOXA11
uc003syy.3	chr7	-	27220775	27224842	3207	ENST00000517402	HOXA11
uc003szb.1	chr7	-	27236498	27239725	3209	ENST00000222753	HOXA13
uc003szd.1	chr7	+	27282163	27286192	2128	ENST00000496902	EVX1
uc011jzn.1	chr7	+	27282318	27286192	2128	ENST00000496902	EVX1
uc010kuy.1	chr7	+	27282318	27286192	2128	ENST00000496902	EVX1
uc011jzo.2	chr7	+	27778991	27869386	8887	ENST00000543117	TAX1BP1
uc003szk.3	chr7	+	27779713	27869386	8887	ENST00000396319	TAX1BP1
uc003szl.3	chr7	+	27779713	27869386	8887	ENST00000396319	TAX1BP1
uc011jzp.2	chr7	+	27779713	27869386	8887	ENST00000396319	TAX1BP1
uc003szm.3	chr7	-	27870192	28031675	221895	ENST00000427814	JAZF1
uc003szn.3	chr7	-	27870192	28220437	221895	ENST00000283928	JAZF1
uc003szo.3	chr7	+	28338939	28865511	9586	ENST00000357727	CREB5
uc003szq.3	chr7	+	28452143	28865511	9586	ENST00000357727	CREB5
uc003szr.3	chr7	+	28475233	28865511	9586	ENST00000357727	CREB5
uc011jzr.2	chr7	+	28725720	28764776	9586	ENST00000468391	CREB5
uc003szs.3	chr7	+	28725720	28865511	9586	ENST00000357727	CREB5
uc003szv.3	chr7	-	29035246	29186153	54504	ENST00000265394	CPVL
uc003szw.3	chr7	-	29035246	29186153	54504	ENST00000396276	CPVL
uc003szx.3	chr7	-	29035246	29234892	54504	ENST00000409850	CPVL
uc011jzs.2	chr7	+	29186199	29553944	1124	ENST00000222792	CHN2
uc003szz.3	chr7	+	29234120	29553944	1124	ENST00000222792	CHN2
uc010kva.3	chr7	+	29234120	29553944	1124	ENST00000222792	CHN2
uc010kvb.3	chr7	+	29234120	29553944	1124	ENST00000222792	CHN2
uc010kvc.3	chr7	+	29234120	29553944	1124	ENST00000222792	CHN2
uc011jzt.2	chr7	+	29234120	29553944	1124	ENST00000222792	CHN2
uc010kvd.3	chr7	+	29234120	29553944	1124	ENST00000222792	CHN2
uc011jzu.2	chr7	+	29237356	29553944	1124	ENST00000222792	CHN2
uc010kvg.3	chr7	+	29519485	29553944	1124	ENST00000412711	CHN2
uc010kvh.3	chr7	+	29519485	29553944	1124	ENST00000412711	CHN2
uc010kvi.3	chr7	+	29519485	29553944	1124	ENST00000412711	CHN2
uc010kve.3	chr7	+	29519485	29553944	1124	ENST00000412711	CHN2
uc003taa.3	chr7	+	29519485	29553944	1124	ENST00000412711	CHN2
uc010kvf.3	chr7	+	29519485	29553944	1124	ENST00000412711	CHN2
uc010kvj.3	chr7	+	29519668	29553944	1124	ENST00000412711	CHN2
uc010kvk.3	chr7	+	29519668	29553944	1124	ENST00000412711	CHN2
uc010kvl.3	chr7	+	29519668	29553944	1124	ENST00000412711	CHN2
uc010kvm.3	chr7	+	29519668	29553944	1124	ENST00000412711	CHN2
uc011jzv.2	chr7	+	29523431	29553944	1124	ENST00000412711	CHN2
uc022aaz.1	chr7	+	29846169	29956682	644150	ENST00000409290	WIPF3
uc003taj.2	chr7	+	29874283	29945791	644150	ENST00000409123	WIPF3
uc011jzw.2	chr7	-	29959718	29994976	9805	ENST00000242059	SCRN1
uc010kvp.3	chr7	-	29959718	30008887	9805	ENST00000242059	SCRN1
uc011jzx.2	chr7	-	29959718	30009545	9805	ENST00000242059	SCRN1
uc011jzy.2	chr7	-	29959718	30029425	9805	ENST00000242059	SCRN1
uc003tak.3	chr7	-	29959718	30029425	9805	ENST00000242059	SCRN1
uc011jzz.2	chr7	-	29959718	30029734	9805	ENST00000426154	SCRN1
uc011kaa.2	chr7	-	29959718	30029905	9805	ENST00000242059	SCRN1
uc003taq.3	chr7	+	30067976	30124278	84725	ENST00000449726	PLEKHA8
uc003tan.3	chr7	+	30067976	30130359	84725	ENST00000258679	PLEKHA8
uc022aba.1	chr7	+	30067976	30157961	84725	ENST00000449726	PLEKHA8
uc003tat.3	chr7	+	30323922	30407308	223082	ENST00000323037	ZNRF2
uc003tav.3	chr7	-	30464142	30518393	10392	ENST00000222823	NOD1
uc010kvs.2	chr7	-	30491751	30518393	10392	ENST00000222823	NOD1
uc003tax.3	chr7	-	30496336	30518393	10392	ENST00000419799	NOD1
uc003tay.2	chr7	-	30496336	30518393	10392	ENST00000411552	NOD1
uc010kvt.2	chr7	-	30496336	30518393	10392	ENST00000222823	NOD1
uc010kvu.2	chr7	-	30496336	30518393	10392	ENST00000222823	NOD1
