hg19.knownGene.name	hg19.knownGene.chrom	hg19.knownGene.strand	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownToLocusLink.value	hg19.knownToEnsembl.value	hg19.kgXref.geneSymbol
uc004brr.1	chr9	+	130479268	130493879	158248	ENST00000373289	TTC16
uc010mxn.1	chr9	+	130482544	130493879	158248	ENST00000488285	TTC16
uc004brs.4	chr9	-	130493802	130497628	27433	ENST00000373284	TOR2A
uc004brt.4	chr9	-	130493802	130497628	27433	ENST00000373284	TOR2A
uc004brw.4	chr9	-	130493802	130497628	27433	ENST00000373281	TOR2A
uc022bnq.1	chr9	-	130493802	130497628	27433	ENST00000458505	TOR2A
uc004bru.4	chr9	-	130493802	130497628	27433	ENST00000458505	TOR2A
uc004brv.4	chr9	-	130493802	130497628	27433	ENST00000458505	TOR2A
uc011maj.2	chr9	-	130493802	130497628	27433	ENST00000458505	TOR2A
uc010mxo.3	chr9	-	130500595	130517561	10044	ENST00000373274	SH2D3C
uc004bry.3	chr9	-	130500595	130517583	10044	ENST00000420366	SH2D3C
uc004brz.4	chr9	-	130500595	130524697	10044	ENST00000429553	SH2D3C
uc011mak.2	chr9	-	130500595	130524719	10044	ENST00000429553	SH2D3C
uc004bsb.3	chr9	-	130500595	130533648	10044	ENST00000373276	SH2D3C
uc004bsa.3	chr9	-	130500595	130533648	10044	ENST00000373277	SH2D3C
uc004bsc.3	chr9	-	130500595	130541048	10044	ENST00000314830	SH2D3C
uc004bsd.1	chr9	-	130536268	130540974	10044	ENST00000314830	SH2D3C
uc004bse.2	chr9	+	130548304	130553052	1025	ENST00000373265	CDK9
uc004bsf.1	chr9	+	130556875	130566692	2356	ENST00000479147	FPGS
uc004bsg.1	chr9	+	130565153	130576556	2356	ENST00000373245	FPGS
uc004bsh.1	chr9	+	130565153	130576556	2356	ENST00000373245	FPGS
uc011mal.1	chr9	+	130565153	130576556	2356	ENST00000373245	FPGS
uc004bsi.1	chr9	+	130565507	130576556	2356	ENST00000373225	FPGS
uc031tfe.1	chr9	-	130577290	130579336	2022	ENST00000373203	ENG
uc011mam.3	chr9	-	130577290	130609446	2022	ENST00000373203	ENG
uc004bsj.5	chr9	-	130577290	130617052	2022	ENST00000373203	ENG
uc004bsk.5	chr9	-	130577290	130617052	2022	ENST00000344849	ENG
uc004bsm.4	chr9	-	130628758	130640022	203	ENST00000373176	AK1
uc004bsn.1	chr9	-	130647600	130659687	30815	ENST00000373141	ST6GALNAC6
uc011man.1	chr9	-	130647600	130659687	30815	ENST00000373141	ST6GALNAC6
uc004bso.1	chr9	-	130647600	130661871	30815	ENST00000373146	ST6GALNAC6
uc004bsp.1	chr9	-	130647600	130661871	30815	ENST00000373142	ST6GALNAC6
uc004bsq.1	chr9	-	130647600	130661871	30815	ENST00000373144	ST6GALNAC6
uc004bsr.2	chr9	-	130647600	130667627	30815	ENST00000291839	ST6GALNAC6
uc010mxp.1	chr9	-	130647600	130667627	30815	ENST00000291839	ST6GALNAC6
uc004bss.3	chr9	-	130670164	130679305	27090	ENST00000335791	ST6GALNAC4
uc004bst.3	chr9	-	130670164	130679305	27090	ENST00000335791	ST6GALNAC4
uc004bsu.3	chr9	-	130683807	130689770	138429	ENST00000300432	PIP5KL1
uc011mao.2	chr9	-	130683807	130693076	138429	ENST00000388747	PIP5KL1
uc004bsv.2	chr9	-	130697373	130700763	8818	ENST00000314392	DPM2
uc004bsw.1	chr9	-	130702860	130712993	399665	ENST00000373095	FAM102A
uc004bsx.2	chr9	-	130702860	130742812	399665	ENST00000373095	FAM102A
uc004bsy.1	chr9	-	130703159	130710504	399665	ENST00000465821	FAM102A
uc004bta.3	chr9	-	130823511	130829599	203245	ENST00000373078	NAIF1
uc004btb.4	chr9	+	130830478	130871537	114789	ENST00000373068	SLC25A25
uc004btd.4	chr9	+	130853742	130871537	114789	ENST00000373066	SLC25A25
uc004btc.4	chr9	+	130853742	130871537	114789	ENST00000432073	SLC25A25
uc004bte.4	chr9	+	130860760	130871537	114789	ENST00000373064	SLC25A25
uc004btf.4	chr9	+	130860760	130871537	114789	ENST00000373064	SLC25A25
uc031tff.1	chr9	-	130882971	130890467	80142	ENST00000338961	PTGES2
uc004btk.4	chr9	-	130882971	130890741	80142	ENST00000338961	PTGES2
uc004bti.4	chr9	-	130882971	130890741	80142	ENST00000338961	PTGES2
uc010mxq.2	chr9	+	130911731	130913646	3934	ENST00000487719	LCN2
uc011map.1	chr9	+	130911731	130915022	3934	ENST00000540948	LCN2
uc004bto.1	chr9	+	130911731	130915734	3934	ENST00000277480	LCN2
uc022bnw.1	chr9	+	130922538	130925004	79095	ENST00000492588	C9orf16
uc004btp.1	chr9	+	130922538	130926207	79095	ENST00000372994	C9orf16
uc004btr.3	chr9	-	130928343	130953141	25792	ENST00000393608	CIZ1
uc004bts.3	chr9	-	130928343	130953141	25792	ENST00000393608	CIZ1
uc011maq.2	chr9	-	130928343	130953868	25792	ENST00000357558	CIZ1
uc004btu.3	chr9	-	130928343	130953868	25792	ENST00000357558	CIZ1
uc004btt.3	chr9	-	130928343	130953868	25792	ENST00000372938	CIZ1
uc011mar.2	chr9	-	130928343	130953868	25792	ENST00000372938	CIZ1
uc011mas.2	chr9	-	130928343	130954383	25792	ENST00000538431	CIZ1
uc004btw.3	chr9	-	130928343	130966662	25792	ENST00000393608	CIZ1
uc004btv.3	chr9	-	130928343	130966662	25792	ENST00000393608	CIZ1
uc004btx.2	chr9	-	130940987	130953868	25792	ENST00000372938	CIZ1
uc022bnx.1	chr9	+	130965662	131002058	1759	ENST00000475805	DNM1
uc022bny.1	chr9	+	130965662	131015416	1759	ENST00000341179	DNM1
uc022bnz.1	chr9	+	130965662	131017527	1759	ENST00000341179	DNM1
uc022boa.1	chr9	+	130965662	131017527	1759	ENST00000372923	DNM1
uc022bob.1	chr9	+	130965662	131017527	1759	ENST00000372923	DNM1
uc004bub.1	chr9	+	131004503	131013523	1759	ENST00000441149	DNM1
uc004buc.1	chr9	+	131004503	131017527	1759	ENST00000393594	DNM1
uc011maw.2	chr9	-	131018107	131038268	2801	ENST00000421699	GOLGA2
uc010mxw.3	chr9	-	131018107	131038268	2801	ENST00000421699	GOLGA2
uc004buh.3	chr9	-	131019157	131023081	2801	ENST00000421699	GOLGA2
uc004bul.1	chr9	-	131023450	131036251	2801	ENST00000450617	GOLGA2
uc004bum.1	chr9	-	131025312	131030803	2801	ENST00000458730	GOLGA2
uc010mxx.1	chr9	+	131038424	131048813	375757	ENST00000419867	SWI5
uc004bup.3	chr9	+	131038424	131051268	375757	ENST00000320188	SWI5
uc004buq.1	chr9	-	131071395	131084697	26995	ENST00000372890	TRUB2
uc011max.1	chr9	+	131084790	131088758	51117	ENST00000372875	COQ4
uc004bur.4	chr9	+	131084790	131096351	51117	ENST00000300452	COQ4
uc010mxy.3	chr9	+	131085277	131096351	51117	ENST00000300452	COQ4
uc004but.3	chr9	+	131102838	131123749	10999	ENST00000300456	SLC27A4
uc004buu.3	chr9	+	131102838	131123749	10999	ENST00000372870	SLC27A4
uc004buv.3	chr9	+	131133597	131154295	81605	ENST00000452446	URM1
uc031tfg.1	chr9	+	131133597	131154295	81605	ENST00000452446	URM1
uc011may.2	chr9	+	131133597	131154295	81605	ENST00000452446	URM1
uc031tfh.1	chr9	+	131133597	131154295	81605	ENST00000372850	URM1
uc004buy.1	chr9	+	131174044	131198184	51148	ENST00000372842	CERCAM
uc010mxz.3	chr9	+	131182465	131199630	51148	ENST00000372842	CERCAM
uc004buz.4	chr9	+	131182758	131199630	51148	ENST00000372838	CERCAM
uc010mya.1	chr9	+	131186320	131196892	51148	ENST00000463535	CERCAM
uc011maz.2	chr9	+	131217433	131257119	4957	ENST00000393533	ODF2
uc011mba.2	chr9	+	131218284	131246333	4957	ENST00000351030	ODF2
uc010myb.3	chr9	+	131218284	131247312	4957	ENST00000351030	ODF2
uc011mbc.2	chr9	+	131218284	131257119	4957	ENST00000448249	ODF2
uc022boj.1	chr9	+	131218284	131257119	4957	ENST00000372814	ODF2
uc004bva.3	chr9	+	131218284	131257119	4957	ENST00000372814	ODF2
uc004bvb.3	chr9	+	131218284	131263571	4957	ENST00000303890	ODF2
uc011mbd.2	chr9	+	131218284	131263571	4957	ENST00000372796	ODF2
uc004bvc.3	chr9	+	131218284	131263571	4957	ENST00000351030	ODF2
uc011mbe.2	chr9	+	131218284	131263571	4957	ENST00000351030	ODF2
uc010myc.3	chr9	+	131218678	131247753	4957	ENST00000434106	ODF2
uc011mbf.2	chr9	+	131218678	131257119	4957	ENST00000546203	ODF2
uc004bvd.4	chr9	+	131218678	131263571	4957	ENST00000434106	ODF2
uc004bve.3	chr9	+	131219185	131257119	4957	ENST00000372791	ODF2
uc004bvh.3	chr9	+	131258134	131263571	4957	ENST00000393527	ODF2
uc004bvi.3	chr9	+	131266970	131302156	2733	ENST00000372770	GLE1
uc004bvj.3	chr9	+	131266970	131304580	2733	ENST00000309971	GLE1
uc010myd.3	chr9	+	131266970	131304580	2733	ENST00000309971	GLE1
uc004bvk.3	chr9	+	131314836	131315615	6709	ENST00000497216	SPTAN1
uc011mbg.2	chr9	+	131314836	131361966	6709	ENST00000358161	SPTAN1
uc011mbh.2	chr9	+	131314836	131367457	6709	ENST00000358161	SPTAN1
uc004bvm.4	chr9	+	131314836	131395944	6709	ENST00000372739	SPTAN1
uc004bvl.4	chr9	+	131314836	131395944	6709	ENST00000372731	SPTAN1
uc004bvn.4	chr9	+	131314836	131395944	6709	ENST00000372731	SPTAN1
uc010mye.1	chr9	+	131388669	131390304	6709	ENST00000372731	SPTAN1
uc010myf.1	chr9	+	131388669	131391322	6709	ENST00000372731	SPTAN1
uc004bvo.4	chr9	+	131391938	131395944	6709	ENST00000372731	SPTAN1
uc004bvq.1	chr9	-	131395939	131419129	89891	ENST00000372715	WDR34
uc011mbi.2	chr9	-	131398127	131403218	89891	ENST00000451652	WDR34
uc004bvt.4	chr9	+	131445933	131458675	6418	ENST00000372692	SET
uc022bol.1	chr9	+	131447364	131458675	6418	ENST00000372692	SET
uc004bvu.4	chr9	+	131451508	131458675	6418	ENST00000322030	SET
uc011mbj.2	chr9	+	131452253	131458675	6418	ENST00000372692	SET
uc004bvw.3	chr9	+	131464801	131483199	29941	ENST00000291906	PKN3
uc010myh.3	chr9	+	131464801	131483199	29941	ENST00000291906	PKN3
uc022bom.1	chr9	+	131464801	131483199	29941	ENST00000291906	PKN3
uc004bvy.3	chr9	-	131483148	131486408	84885	ENST00000372667	ZDHHC12
uc004bvz.3	chr9	-	131483148	131486408	84885	ENST00000467312	ZDHHC12
uc004bwa.2	chr9	-	131492066	131534213	10444	ENST00000291900	ZER1
uc010myj.3	chr9	+	131549509	131572711	54662	ENST00000372648	TBC1D13
uc010myk.3	chr9	+	131549509	131572711	54662	ENST00000372648	TBC1D13
uc010myl.3	chr9	+	131549509	131572711	54662	ENST00000372648	TBC1D13
uc004bwc.3	chr9	+	131580778	131584955	2021	ENST00000372642	ENDOG
uc004bwd.3	chr9	-	131581929	131592100	51490	ENST00000361256	C9orf114
uc004bwg.3	chr9	-	131595391	131622811	883	ENST00000483599	CCBL1
uc004bwh.3	chr9	-	131595391	131644354	883	ENST00000302586	CCBL1
uc010myn.3	chr9	-	131595391	131644354	883	ENST00000302586	CCBL1
uc004bwj.3	chr9	-	131595391	131644354	883	ENST00000302586	CCBL1
uc004bwi.3	chr9	-	131595391	131644354	883	ENST00000462722	CCBL1
uc011mbl.2	chr9	-	131595391	131644354	883	ENST00000436267	CCBL1
uc004bwl.4	chr9	+	131644390	131680317	56262	ENST00000372600	LRRC8A
uc010myp.3	chr9	+	131644390	131680317	56262	ENST00000372600	LRRC8A
uc010myq.3	chr9	+	131644780	131680317	56262	ENST00000259324	LRRC8A
uc004bwo.2	chr9	+	131683173	131704320	254295	ENST00000372592	PHYHD1
uc004bwn.2	chr9	+	131683173	131704320	254295	ENST00000372592	PHYHD1
uc004bwm.2	chr9	+	131683464	131704320	254295	ENST00000412476	PHYHD1
uc004bwp.2	chr9	+	131684561	131704320	254295	ENST00000421063	PHYHD1
uc004bwq.2	chr9	+	131703723	131719311	23511	ENST00000482796	NUP188
uc004bwr.3	chr9	-	131707808	131710012	22845	ENST00000372586	DOLK
uc004bws.2	chr9	+	131709971	131769375	23511	ENST00000372577	NUP188
uc004bwu.3	chr9	+	131747178	131766259	23511	ENST00000477069	NUP188
uc022bon.1	chr9	-	131770312	131773929	56904	ENST00000479237	SH3GLB2
uc004bwv.3	chr9	-	131770312	131790579	56904	ENST00000372564	SH3GLB2
uc004bww.3	chr9	-	131770312	131790579	56904	ENST00000372554	SH3GLB2
uc004bwy.3	chr9	+	131798922	131834351	84895	ENST00000439290	FAM73B
uc004bwz.3	chr9	+	131798922	131834351	84895	ENST00000445183	FAM73B
uc011mbn.1	chr9	+	131799252	131831254	84895	ENST00000439290	FAM73B
uc004bxa.3	chr9	+	131799252	131834351	84895	ENST00000358369	FAM73B
uc004bxb.3	chr9	+	131831537	131834351	84895	ENST00000483458	FAM73B
uc004bxc.3	chr9	+	131843382	131852717	57171	ENST00000372546	DOLPP1
uc004bxd.3	chr9	+	131843382	131852717	57171	ENST00000372546	DOLPP1
uc004bxe.3	chr9	+	131843382	131852717	57171	ENST00000372546	DOLPP1
uc004bxk.4	chr9	-	131857072	131873070	1384	ENST00000318080	CRAT
uc004bxh.3	chr9	-	131857072	131873070	1384	ENST00000318080	CRAT
uc004bxj.2	chr9	-	131870092	131871556	1384	ENST00000415948	CRAT
uc004bxl.2	chr9	+	131873227	131911225	5524	ENST00000358994	PPP2R4
uc011mbo.2	chr9	+	131873592	131905584	5524	ENST00000452489	PPP2R4
uc004bxn.2	chr9	+	131873592	131911225	5524	ENST00000393370	PPP2R4
uc010myr.2	chr9	+	131873592	131911225	5524	ENST00000393370	PPP2R4
uc004bxm.2	chr9	+	131873592	131911225	5524	ENST00000337738	PPP2R4
uc011mbp.2	chr9	+	131873592	131911225	5524	ENST00000393370	PPP2R4
uc004bxo.2	chr9	+	131873592	131911225	5524	ENST00000393370	PPP2R4
uc011mbq.1	chr9	+	131873750	131905734	5524	ENST00000452489	PPP2R4
uc010mys.2	chr9	+	131873966	131911225	5524	ENST00000393370	PPP2R4
uc011mbr.1	chr9	+	131901735	131905734	5524	ENST00000524946	PPP2R4
uc004bxp.3	chr9	+	131902208	131911225	5524	ENST00000347048	PPP2R4
uc004bxq.3	chr9	+	131903934	131911225	5524	ENST00000347048	PPP2R4
uc010myt.1	chr9	-	131937830	131940540	389792	ENST00000372491	IER5L
uc004byd.1	chr9	+	132388434	132397879	28989	ENST00000372483	NTMT1
uc011mbs.1	chr9	+	132388434	132397879	28989	ENST00000372483	NTMT1
uc010myw.2	chr9	+	132388434	132397879	28989	ENST00000372483	NTMT1
uc004bye.1	chr9	-	132396882	132403805	140459	ENST00000277458	ASB6
uc004byf.2	chr9	-	132396882	132404448	140459	ENST00000277458	ASB6
uc010myx.2	chr9	-	132396882	132404448	140459	ENST00000277458	ASB6
uc004byg.2	chr9	-	132396882	132404448	140459	ENST00000277458	ASB6
uc011mbt.2	chr9	-	132396882	132404448	140459	ENST00000277458	ASB6
uc004byh.3	chr9	+	132427919	132484951	51450	ENST00000372469	PRRX2
uc004byi.3	chr9	-	132500614	132515344	9536	ENST00000340607	PTGES
uc010myy.3	chr9	-	132500614	132515344	9536	ENST00000481476	PTGES
uc004byk.1	chr9	+	132565431	132573560	27348	ENST00000259339	TOR1B
uc004byl.3	chr9	-	132575220	132586441	1861	ENST00000351698	TOR1A
uc004byn.3	chr9	-	132583654	132586441	1861	ENST00000473084	TOR1A
uc004byo.3	chr9	-	132589563	132595796	51759	ENST00000372447	C9orf78
uc004byp.3	chr9	-	132589563	132597572	51759	ENST00000372447	C9orf78
uc004byq.1	chr9	-	132590706	132596826	51759	ENST00000461762	C9orf78
uc004bys.3	chr9	+	132597695	132644117	10868	ENST00000372429	USP20
uc004byt.2	chr9	+	132597695	132644117	10868	ENST00000358355	USP20
uc004byr.3	chr9	+	132597695	132644117	10868	ENST00000315480	USP20
uc011mbu.1	chr9	-	132649465	132681589	23048	ENST00000446176	FNBP1
uc004byw.1	chr9	-	132649465	132805473	23048	ENST00000446176	FNBP1
uc011mbv.1	chr9	-	132649465	132805473	23048	ENST00000420781	FNBP1
uc011mbw.1	chr9	-	132649465	132805473	23048	ENST00000420781	FNBP1
uc004bza.2	chr9	-	132649465	132805473	23048	ENST00000420781	FNBP1
uc004byx.1	chr9	-	132657546	132757237	23048	ENST00000449089	FNBP1
uc004byy.1	chr9	-	132657546	132757237	23048	ENST00000449089	FNBP1
uc004byz.1	chr9	-	132657546	132805473	23048	ENST00000449089	FNBP1
uc004bzi.2	chr9	+	132934856	132999583	23413	ENST00000372398	NCS1
uc010myz.1	chr9	+	132962871	132999583	23413	ENST00000458469	NCS1
uc004bzm.3	chr9	+	133320093	133376661	445	ENST00000352480	ASS1
uc004bzn.3	chr9	+	133320093	133376661	445	ENST00000352480	ASS1
uc010mza.3	chr9	+	133320093	133376661	445	ENST00000372394	ASS1
uc004bzq.1	chr9	+	133454959	133457107	8939	ENST00000467100	FUBP3
uc010mzd.1	chr9	+	133454959	133499098	8939	ENST00000319725	FUBP3
uc004bzr.1	chr9	+	133454959	133513739	8939	ENST00000319725	FUBP3
uc004bzu.2	chr9	+	133569157	133580452	23404	ENST00000372358	EXOSC2
uc011mbz.1	chr9	+	133569157	133580452	23404	ENST00000372358	EXOSC2
uc011mca.1	chr9	+	133569157	133580452	23404	ENST00000467138	EXOSC2
uc004bzv.3	chr9	+	133589267	133763062	25	ENST00000318560	ABL1
uc004bzw.3	chr9	+	133710830	133763062	25	ENST00000318560	ABL1
uc011mcb.2	chr9	-	133768814	133769225	347148	ENST00000343079	QRFP
uc004bzz.3	chr9	-	133777824	133814239	84929	ENST00000372338	FIBCD1
uc011mcc.2	chr9	-	133777824	133814455	84929	ENST00000448616	FIBCD1
uc011mcd.1	chr9	-	133804953	133814455	84929	ENST00000451466	FIBCD1
uc004caa.1	chr9	+	133884503	133968446	10319	ENST00000361069	LAMC3
uc010mze.1	chr9	+	133954535	133968446	10319	ENST00000361069	LAMC3
uc004cad.2	chr9	+	133971862	133998539	83543	ENST00000372309	AIF1L
uc004cae.2	chr9	+	133971862	133998539	83543	ENST00000372309	AIF1L
uc004cab.2	chr9	+	133971862	133998539	83543	ENST00000372309	AIF1L
uc004cac.2	chr9	+	133971862	133998539	83543	ENST00000372309	AIF1L
uc011mce.1	chr9	+	133978189	133998539	83543	ENST00000372309	AIF1L
uc004caf.1	chr9	+	134000980	134053797	8021	ENST00000451030	NUP214
uc004cag.3	chr9	+	134000980	134109091	8021	ENST00000359428	NUP214
uc004cah.3	chr9	+	134000980	134109091	8021	ENST00000411637	NUP214
uc010mzf.3	chr9	+	134019666	134071045	8021	ENST00000451030	NUP214
uc004cai.3	chr9	+	134019666	134109091	8021	ENST00000451030	NUP214
uc010mzg.3	chr9	+	134062675	134109091	8021	ENST00000453861	NUP214
uc011mcf.1	chr9	+	134065512	134074402	8021	ENST00000483497	NUP214
uc010mzh.1	chr9	+	134065512	134074402	8021	ENST00000483497	NUP214
uc011mcg.2	chr9	+	134065512	134109091	8021	ENST00000483497	NUP214
uc010mzi.1	chr9	+	134067510	134074402	8021	ENST00000453861	NUP214
uc004caj.3	chr9	-	134133464	134145880	286336	ENST00000372269	FAM78A
uc004cak.3	chr9	-	134133464	134151906	286336	ENST00000372271	FAM78A
uc004cam.1	chr9	+	134269599	134322593	84726	ENST00000405995	PRRC2B
uc004can.4	chr9	+	134305476	134375575	84726	ENST00000357304	PRRC2B
uc010mzj.1	chr9	+	134323048	134351922	84726	ENST00000372249	PRRC2B
uc004cao.4	chr9	+	134346174	134375575	84726	ENST00000357304	PRRC2B
uc004cap.4	chr9	+	134360334	134375575	84726	ENST00000405995	PRRC2B
uc011mch.2	chr9	+	134366151	134375575	84726	ENST00000465931	PRRC2B
uc011mci.1	chr9	+	134378288	134385802	10585	ENST00000372228	POMT1
uc004cax.3	chr9	+	134378288	134399193	10585	ENST00000423007	POMT1
uc011mcj.2	chr9	+	134378288	134399193	10585	ENST00000404875	POMT1
uc004cau.3	chr9	+	134378288	134399193	10585	ENST00000423007	POMT1
uc004cav.3	chr9	+	134378288	134399193	10585	ENST00000372228	POMT1
uc004caw.3	chr9	+	134378288	134399193	10585	ENST00000423007	POMT1
uc011mck.2	chr9	+	134378288	134399193	10585	ENST00000404875	POMT1
uc011mcl.2	chr9	+	134378288	134399193	10585	ENST00000404875	POMT1
uc011mcm.2	chr9	+	134378288	134399193	10585	ENST00000423007	POMT1
uc031tfj.1	chr9	-	134399182	134406662	83549	ENST00000491309	UCK1
uc010mzk.4	chr9	-	134399182	134406662	83549	ENST00000372215	UCK1
uc004cay.3	chr9	-	134399182	134406662	83549	ENST00000372215	UCK1
uc004cba.3	chr9	-	134399182	134406662	83549	ENST00000372215	UCK1
uc004caz.3	chr9	-	134399182	134406662	83549	ENST00000491309	UCK1
uc022bos.1	chr9	-	134452156	134585229	2889	ENST00000372190	RAPGEF1
uc022bot.1	chr9	-	134452156	134612925	2889	ENST00000372189	RAPGEF1
uc010mzm.3	chr9	-	134467485	134501809	2889	ENST00000372189	RAPGEF1
uc022bou.1	chr9	-	134467485	134615217	2889	ENST00000372195	RAPGEF1
uc022bov.1	chr9	-	134467485	134615217	2889	ENST00000372195	RAPGEF1
uc010mzr.1	chr9	-	134473585	134497385	2889	ENST00000419442	RAPGEF1
uc010mzq.1	chr9	-	134473585	134497385	2889	ENST00000419442	RAPGEF1
uc010mzs.1	chr9	-	134473585	134497385	2889	ENST00000419442	RAPGEF1
uc010mzl.1	chr9	-	134473585	134497385	2889	ENST00000372189	RAPGEF1
uc010mzo.1	chr9	-	134473585	134497385	2889	ENST00000372189	RAPGEF1
uc010mzp.1	chr9	-	134473585	134497385	2889	ENST00000372189	RAPGEF1
uc004cbe.2	chr9	-	134735496	134955274	9442	ENST00000292035	MED27
uc004cbf.2	chr9	-	134735496	134955274	9442	ENST00000292035	MED27
uc011mco.2	chr9	-	134759074	134955274	9442	ENST00000292035	MED27
uc004cbg.4	chr9	-	134813314	134955274	9442	ENST00000292035	MED27
uc022box.1	chr9	-	134948737	134955274	9442	ENST00000474263	MED27
uc004cbh.2	chr9	+	135037333	135118220	84628	ENST00000393229	NTNG2
uc004cbj.3	chr9	-	135136826	135205886	23064	ENST00000372169	SETX
uc010mzt.3	chr9	-	135136826	135205886	23064	ENST00000393220	SETX
uc004cbk.3	chr9	-	135136826	135230372	23064	ENST00000224140	SETX
uc004cbl.3	chr9	-	135250936	135282238	7270	ENST00000334270	TTF1
uc004cbm.3	chr9	-	135250936	135282238	7270	ENST00000334270	TTF1
uc011mcp.2	chr9	-	135250936	135282238	7270	ENST00000334270	TTF1
uc004cbn.3	chr9	+	135285610	135448675	389799	ENST00000343036	C9orf171
uc004cbo.3	chr9	+	135285610	135448675	389799	ENST00000343036	C9orf171
uc004cbp.1	chr9	+	135457992	135465640	56751	ENST00000263610	BARHL1
uc004cbq.1	chr9	-	135469675	135545788	64794	ENST00000372159	DDX31
uc010mzu.1	chr9	-	135469675	135545788	64794	ENST00000372153	DDX31
uc004cbr.1	chr9	-	135513249	135545788	64794	ENST00000310532	DDX31
uc004cbs.2	chr9	-	135533473	135545788	64794	ENST00000480876	DDX31
uc010mzv.3	chr9	+	135545727	135565470	9329	ENST00000372146	GTF3C4
uc010mzw.3	chr9	+	135545727	135565470	9329	ENST00000372146	GTF3C4
uc004cbu.1	chr9	-	135600964	135754198	158067	ENST00000298545	AK8
uc010mzx.2	chr9	-	135600964	135754198	158067	ENST00000477396	AK8
uc004cbv.1	chr9	-	135600964	135754198	158067	ENST00000476719	AK8
uc004cbx.1	chr9	+	135753749	135765421	11092	ENST00000372136	C9orf9
uc004cby.1	chr9	+	135754289	135765418	11092	ENST00000350499	C9orf9
uc004cbz.1	chr9	+	135754289	135765421	11092	ENST00000356311	C9orf9
uc004cca.2	chr9	-	135766734	135820020	7248	ENST00000298552	TSC1
uc004ccb.3	chr9	-	135766734	135820020	7248	ENST00000298552	TSC1
uc011mcq.1	chr9	-	135766734	135820020	7248	ENST00000298552	TSC1
uc011mcr.2	chr9	-	135771467	135820020	7248	ENST00000298552	TSC1
uc011mcs.1	chr9	-	135782117	135820020	7248	ENST00000298552	TSC1
uc004ccc.1	chr9	-	135785197	135820020	7248	ENST00000493467	TSC1
uc004cce.1	chr9	-	135786388	135820020	7248	ENST00000403810	TSC1
uc004ccg.3	chr9	+	135853893	135867084	8328	ENST00000339463	GFI1B
uc010mzy.3	chr9	+	135853893	135867084	8328	ENST00000339463	GFI1B
uc010mzz.2	chr9	+	135906061	135931148	9328	ENST00000372095	GTF3C5
uc004ccj.4	chr9	+	135906061	135933890	9328	ENST00000372097	GTF3C5
uc004cci.4	chr9	+	135906061	135933890	9328	ENST00000372097	GTF3C5
uc010naa.2	chr9	+	135937364	135947250	1056	ENST00000372080	CEL
uc004ccn.3	chr9	-	135973106	135977304	5900	ENST00000372047	RALGDS
uc004cco.4	chr9	-	135973106	135996637	5900	ENST00000372050	RALGDS
uc004ccq.4	chr9	-	135973106	135996637	5900	ENST00000372047	RALGDS
uc004ccp.4	chr9	-	135973106	135996637	5900	ENST00000493438	RALGDS
uc004ccr.3	chr9	-	135973106	136004788	5900	ENST00000393157	RALGDS
uc011mcv.3	chr9	-	135973106	136006544	5900	ENST00000372047	RALGDS
uc004ccs.4	chr9	-	135973106	136024607	5900	ENST00000393160	RALGDS
uc011mcw.2	chr9	-	135973106	136039301	5900	ENST00000542690	RALGDS
uc004ccv.1	chr9	-	135975038	135984253	5900	ENST00000469972	RALGDS
uc004ccu.1	chr9	-	135975038	135984253	5900	ENST00000469972	RALGDS
uc004cdb.4	chr9	-	136197551	136203047	6838	ENST00000372022	SURF6
uc004cdc.3	chr9	-	136207754	136214972	6837	ENST00000343730	MED22
uc004cdd.3	chr9	-	136207754	136214972	6837	ENST00000344469	MED22
uc004cde.1	chr9	+	136215068	136218280	6130	ENST00000323345	RPL7A
uc004cdh.1	chr9	-	136218665	136223361	6834	ENST00000371974	SURF1
uc004cdi.2	chr9	+	136223420	136228040	6835	ENST00000371964	SURF2
uc011mda.2	chr9	-	136228339	136239529	6836	ENST00000371989	SURF4
uc010nal.3	chr9	-	136228339	136242433	6836	ENST00000371989	SURF4
uc004cdj.3	chr9	-	136228339	136242970	6836	ENST00000371989	SURF4
uc011mdb.2	chr9	-	136228339	136242970	6836	ENST00000371989	SURF4
uc011mdc.2	chr9	-	136228339	136242970	6836	ENST00000371989	SURF4
uc011mdd.2	chr9	-	136228339	136242970	6836	ENST00000371989	SURF4
uc004cdk.3	chr9	+	136243283	136271220	169436	ENST00000371957	C9orf96
uc004cdl.3	chr9	+	136243283	136271220	169436	ENST00000371955	C9orf96
uc011mde.2	chr9	-	136271185	136283130	57109	ENST00000371942	REXO4
uc004cdm.3	chr9	-	136271185	136283164	57109	ENST00000371942	REXO4
uc011mdf.2	chr9	-	136271185	136283164	57109	ENST00000371942	REXO4
uc004cdn.3	chr9	-	136271185	136283164	57109	ENST00000371942	REXO4
uc004cdp.4	chr9	+	136279458	136324508	11093	ENST00000485925	ADAMTS13
uc004cdq.1	chr9	+	136287119	136295301	11093	ENST00000371929	ADAMTS13
uc004cdr.1	chr9	+	136287119	136310940	11093	ENST00000371916	ADAMTS13
uc004cds.1	chr9	+	136287119	136310940	11093	ENST00000371916	ADAMTS13
uc004cdt.1	chr9	+	136287119	136324404	11093	ENST00000371929	ADAMTS13
uc004cdu.1	chr9	+	136287119	136324404	11093	ENST00000371929	ADAMTS13
